Action,Bytes,Application,Bytes_Received,Bytes_Sent,Category,Destination_IP,Description,Destination_Port,Destination_User,Destination_Zone,Direction,Elapsed_Time,Event_ID,NAT_Destination_IP,NAT_Destination_Port,NAT_Source_IP,NAT_Source_Port,Packets,Protocol,Serial_Number,Session_ID,Source_IP,Source_Port,Source_User,Source_Zone,System
allow,48615,http-proxy,48615,48615,shopping,172.21.4.140,,8080,,VAdmin-ITConn,,1,,0.0.0.0,0,0.0.0.0,0,58,tcp,0003C102241,102314,172.21.23.220,1066,,VAdmin-Building,
allow,3268,web-browsing,3268,3268,unknown,172.24.16.102,,8014,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,10,tcp,0003C102241,94053,172.21.32.159,4089,,VPlant-Building,
allow,47970,http-proxy,47970,47970,shopping,172.17.1.250,,8080,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,51,tcp,0003C102241,115097,172.24.16.201,1525,,CoreEth1-2_Zone,
allow,124068,http-proxy,124068,124068,job-search,172.21.4.140,,8080,,VPlant-ITConn,,3,,0.0.0.0,0,0.0.0.0,0,137,tcp,0003C102241,83829,172.21.31.128,4902,,VPlant-Building,
allow,22357,flash,22357,22357,search-engines,172.21.4.140,,8080,,VAdmin-ITConn,,1,,0.0.0.0,0,0.0.0.0,0,34,tcp,0003C102241,114546,172.21.22.205,4696,,VAdmin-Building,
allow,21788,flash,21788,21788,search-engines,172.17.1.250,,8080,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,27,tcp,0003C102241,111861,172.24.16.203,1547,,CoreEth1-2_Zone,
allow,339,snmp,339,339,any,172.21.32.21,,161,,VPlant-Building,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,112437,172.24.10.109,55358,,VPlant-ITConn,
allow,253,snmp,253,253,any,172.21.34.65,,161,,VPlant-Building,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,96800,172.24.16.117,52014,,VPlant-ITConn,
allow,253,snmp,253,253,any,172.21.31.64,,161,,VPlant-Building,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,104862,172.24.16.117,52014,,VPlant-ITConn,
allow,276,dns,276,276,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,93325,172.21.31.129,56781,,VPlant-Building,
alert,,web-browsing,,,news-and-media,66.153.203.244,,18080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,96011,172.24.10.103,2396,,CoreEth1-2_Zone,
alert,,web-browsing,,,news-and-media,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,105323,172.24.16.201,1980,,CoreEth1-2_Zone,
alert,,web-browsing,,,financial-services,172.21.4.140,,8080,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,105854,172.21.32.153,1531,,VPlant-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93748,172.21.22.166,1883,,VAdmin-Building,
alert,,web-browsing,,,financial-services,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,98436,172.24.16.203,2063,,CoreEth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,76342,172.21.22.166,1877,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,208462,172.21.22.166,1866,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,118613,172.21.23.238,2868,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,75790,172.21.22.166,1878,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,44564,172.21.22.166,1879,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,94161,172.24.16.201,1981,,CoreEth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93748,172.21.22.166,1883,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,76342,172.21.22.166,1877,,VAdmin-Building,
alert,,ssl,,,financial-services,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,98436,172.24.16.203,2063,,CoreEth1-2_Zone,
alert,,ssl,,,financial-services,172.21.4.140,,8080,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,105854,172.21.32.153,1531,,VPlant-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,208462,172.21.22.166,1866,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,75790,172.21.22.166,1878,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,44564,172.21.22.166,1879,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93748,172.21.22.166,1883,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,76342,172.21.22.166,1877,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,208462,172.21.22.166,1866,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,75790,172.21.22.166,1878,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,44564,172.21.22.166,1879,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93748,172.21.22.166,1883,,VAdmin-Building,
allow,253,snmp,253,253,any,172.21.34.63,,161,,VPlant-Building,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,208369,172.24.16.117,52014,,VPlant-ITConn,
allow,273,dns,273,273,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,91412,172.21.31.129,52134,,VPlant-Building,
allow,230,dns,230,230,any,172.17.1.252,,53,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,111446,172.21.1.211,64313,horry\jfoxworth,CoreEth1-2_Zone,
allow,5126,syslog,5126,5126,any,172.21.254.61,,514,,CoreEth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,7,udp,0003C102241,106999,172.17.1.250,39948,,FWeth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,76342,172.21.22.166,1877,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,208462,172.21.22.166,1866,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,75790,172.21.22.166,1878,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,115130,172.21.21.167,1871,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,44564,172.21.22.166,1879,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,100380,172.21.23.210,3692,,VAdmin-Building,
allow,5837,http-proxy,5837,5837,job-search,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,15,tcp,0003C102241,100135,172.21.31.128,4910,,VPlant-Building,
allow,3268,web-browsing,3268,3268,unknown,172.24.16.102,,8014,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,10,tcp,0003C102241,109053,172.21.32.140,4836,,VPlant-Building,
allow,3463,web-browsing,3463,3463,any,172.24.16.102,,8014,,CoreEth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,11,tcp,0003C102241,96787,172.17.1.250,36512,,FWeth1-2_Zone,
allow,14982,rtmpt,14982,14982,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,23,tcp,0003C102241,99614,172.24.16.201,1538,,CoreEth1-2_Zone,
allow,3384,http-proxy,3384,3384,private-ip-addresses,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,11,tcp,0003C102241,90392,172.24.16.201,1543,,CoreEth1-2_Zone,
allow,1841,http-proxy,1841,1841,religion,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,83442,172.24.16.201,1542,,CoreEth1-2_Zone,
allow,3379,http-proxy,3379,3379,private-ip-addresses,172.21.4.140,,8080,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,11,tcp,0003C102241,92780,172.21.22.194,1328,,VAdmin-Building,
allow,15509,rtmpt,15509,15509,unknown,172.21.4.140,,8080,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,30,tcp,0003C102241,109716,172.21.23.238,2784,,VAdmin-Building,
allow,2105,http-proxy,2105,2105,job-search,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,10,tcp,0003C102241,107268,172.24.16.201,1540,,CoreEth1-2_Zone,
allow,2286,http-proxy,2286,2286,job-search,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,104302,172.21.31.128,4911,,VPlant-Building,
allow,10088,rtmpt,10088,10088,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,18,tcp,0003C102241,77159,172.24.16.201,1541,,CoreEth1-2_Zone,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,101556,172.24.16.201,1982,,CoreEth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93748,172.21.22.166,1883,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,90289,172.24.16.201,1983,,CoreEth1-2_Zone,
alert,,web-browsing,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,105350,172.24.16.201,1984,,CoreEth1-2_Zone,
alert,,web-browsing,,,unknown,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,106263,172.21.23.238,2869,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,96167,172.24.16.201,1985,,CoreEth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,76342,172.21.22.166,1877,,VAdmin-Building,
alert,,web-browsing,,,news-and-media,172.21.4.170,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,97547,172.21.22.130,2464,,VAdmin-Building,
alert,,web-browsing,,,news-and-media,172.21.4.170,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,102003,172.21.22.130,2465,,VAdmin-Building,
alert,,web-browsing,,,news-and-media,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,102421,172.24.16.203,2064,,CoreEth1-2_Zone,
allow,74,icmp,74,74,any,172.21.3.11,,0,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,1,icmp,0003C102241,116372,172.24.10.20,0,,VAdmin-Building,
allow,740,ping,740,740,any,66.153.203.245,,0,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,10,icmp,0003C102241,116377,172.24.10.109,0,,CoreEth1-2_Zone,
allow,1824,ping,1824,1824,any,10.134.12.225,,0,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,24,icmp,0003C102241,94118,172.21.22.141,0,,VAdmin-Building,
allow,888,ping,888,888,any,172.17.1.253,,0,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,12,icmp,0003C102241,122252,172.16.1.244,0,,CoreEth1-2_Zone,
allow,1824,ping,1824,1824,any,10.133.193.23,,0,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,24,icmp,0003C102241,96364,172.21.22.141,0,,VAdmin-Building,
alert,,web-browsing,,,news-and-media,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,111880,172.24.16.201,1986,,CoreEth1-2_Zone,
alert,,web-browsing,,,religion,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,85312,172.24.16.203,2065,,CoreEth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,208462,172.21.22.166,1866,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,75790,172.21.22.166,1878,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,113225,172.21.23.238,2870,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,83918,172.24.16.203,2066,,CoreEth1-2_Zone,
allow,3670,ssl,3670,3670,private-ip-addresses,172.17.1.250,,8080,,FWeth1-2_Zone,,6,,0.0.0.0,0,0.0.0.0,0,19,tcp,0003C102241,116636,172.24.16.201,1409,,CoreEth1-2_Zone,
allow,3122,http-proxy,3122,3122,job-search,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,19296,172.21.31.128,4908,,VPlant-Building,
allow,25092,http-proxy,25092,25092,job-search,172.17.1.250,,8080,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,31,tcp,0003C102241,105205,172.24.16.201,1527,,CoreEth1-2_Zone,
allow,25613,http-proxy,25613,25613,job-search,172.21.4.140,,8080,,VPlant-ITConn,,1,,0.0.0.0,0,0.0.0.0,0,37,tcp,0003C102241,110047,172.21.31.128,4905,,VPlant-Building,
allow,273,dns,273,273,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,50608,172.21.31.129,65082,,VPlant-Building,
allow,276,dns,276,276,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,83358,172.21.31.129,53191,,VPlant-Building,
allow,5261,rtmpt,5261,5261,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,14,tcp,0003C102241,100877,172.24.16.201,1522,,CoreEth1-2_Zone,
allow,3506,yahoo-mail,3506,3506,web-based-email,172.17.1.250,,8080,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,13,tcp,0003C102241,95261,172.24.16.203,1544,,CoreEth1-2_Zone,
allow,5484,rtmpt,5484,5484,unknown,172.21.4.140,,8080,,VAdmin-ITConn,,1,,0.0.0.0,0,0.0.0.0,0,17,tcp,0003C102241,97274,172.21.23.238,2783,,VAdmin-Building,
allow,1053,rtmpt,1053,1053,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,90096,172.24.16.201,1528,,CoreEth1-2_Zone,
allow,1081,rtmpt,1081,1081,unknown,172.21.4.140,,8080,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,113608,172.21.23.210,3661,,VAdmin-Building,
allow,17284,http-proxy,17284,17284,job-search,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,26,tcp,0003C102241,95679,172.24.16.201,1532,,CoreEth1-2_Zone,
allow,4703,http-proxy,4703,4703,shopping,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,100758,172.24.16.203,1552,,CoreEth1-2_Zone,
allow,4924,http-proxy,4924,4924,shopping,172.21.4.140,,8080,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,15,tcp,0003C102241,84591,172.21.23.220,1068,,VAdmin-Building,
allow,17529,http-proxy,17529,17529,job-search,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,28,tcp,0003C102241,99641,172.21.31.128,4907,,VPlant-Building,
allow,5770,rtmpt,5770,5770,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,14,tcp,0003C102241,115357,172.24.16.201,1535,,CoreEth1-2_Zone,
allow,2770,http-proxy,2770,2770,web-advertisements,172.17.1.253,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,102976,172.21.17.233,61069,horry\btodd,CoreEth1-2_Zone,
allow,4346,http-proxy,4346,4346,job-search,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,11,tcp,0003C102241,73614,172.24.16.201,1536,,CoreEth1-2_Zone,
allow,1511,http-proxy,1511,1511,business-and-economy,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,32103,172.24.16.203,1553,,CoreEth1-2_Zone,
allow,1688,http-proxy,1688,1688,business-and-economy,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,11,tcp,0003C102241,101940,172.21.32.135,3409,,VPlant-Building,
allow,1511,http-proxy,1511,1511,business-and-economy,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,100289,172.24.16.201,1539,,CoreEth1-2_Zone,
allow,4467,http-proxy,4467,4467,job-search,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,91870,172.21.31.128,4909,,VPlant-Building,
allow,1566,http-proxy,1566,1566,business-and-economy,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,103353,172.21.32.135,3408,,VPlant-Building,
allow,5704,http-proxy,5704,5704,job-search,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,14,tcp,0003C102241,81838,172.24.16.201,1537,,CoreEth1-2_Zone,
allow,176,dns,176,176,any,172.21.1.211,,53,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100233,172.21.22.194,55241,,VAdmin-Building,
allow,273,dns,273,273,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,108871,172.21.31.129,58077,,VPlant-Building,
allow,276,dns,276,276,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,63602,172.21.31.129,65083,,VPlant-Building,
allow,273,dns,273,273,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,75119,172.21.31.129,50002,,VPlant-Building,
allow,276,dns,276,276,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,94834,172.21.31.129,65081,,VPlant-Building,
allow,1591,snmp,1591,1591,any,67.212.53.53,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,101958,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,1573,snmp,1573,1573,any,10.177.148.2,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,92319,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,1591,snmp,1591,1591,any,64.150.143.217,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,106633,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,1591,snmp,1591,1591,any,64.150.143.205,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,98890,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,1591,snmp,1591,1591,any,64.150.143.189,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,113975,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,1591,snmp,1591,1591,any,66.153.202.169,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,96044,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,1591,snmp,1591,1591,any,66.153.202.238,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,78765,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,1591,snmp,1591,1591,any,66.153.202.165,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,101073,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,4115,ssl,4115,4115,web-based-email,172.21.4.140,,8080,,VAdmin-ITConn,,118,,0.0.0.0,0,0.0.0.0,0,21,tcp,0003C102241,94097,172.21.21.149,3888,,VAdmin-Building,
allow,3618,ssl,3618,3618,web-based-email,172.17.1.250,,8080,,FWeth1-2_Zone,,118,,0.0.0.0,0,0.0.0.0,0,20,tcp,0003C102241,92477,172.24.16.203,2950,,CoreEth1-2_Zone,
allow,3862,http-proxy,3862,3862,web-based-email,172.21.4.140,,8080,,VAdmin-ITConn,,1,,0.0.0.0,0,0.0.0.0,0,14,tcp,0003C102241,102268,172.21.22.205,4695,,VAdmin-Building,
allow,9333,http-proxy,9333,9333,job-search,172.17.1.250,,8080,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,19,tcp,0003C102241,95184,172.24.16.203,1549,,CoreEth1-2_Zone,
allow,9370,http-proxy,9370,9370,job-search,172.21.4.140,,8080,,VPlant-ITConn,,1,,0.0.0.0,0,0.0.0.0,0,18,tcp,0003C102241,91064,172.21.31.128,4903,,VPlant-Building,
allow,2657,http-proxy,2657,2657,job-search,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,10,tcp,0003C102241,93688,172.24.16.203,1550,,CoreEth1-2_Zone,
allow,2896,http-proxy,2896,2896,job-search,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,13,tcp,0003C102241,87893,172.21.31.128,4906,,VPlant-Building,
allow,17456,http-proxy,17456,17456,web-advertisements,172.17.1.250,,8080,,FWeth1-2_Zone,,2,,0.0.0.0,0,0.0.0.0,0,26,tcp,0003C102241,91128,172.24.16.201,1500,,CoreEth1-2_Zone,
allow,4235,http-proxy,4235,4235,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,14,tcp,0003C102241,107115,172.24.16.201,1506,,CoreEth1-2_Zone,
allow,4426,http-proxy,4426,4426,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,,1,,0.0.0.0,0,0.0.0.0,0,16,tcp,0003C102241,97607,172.21.22.205,4694,,VAdmin-Building,
allow,220245,http-proxy,220245,220245,web-advertisements,172.21.4.170,,8080,,VAdmin-ITConn,,6,,0.0.0.0,0,0.0.0.0,0,287,tcp,0003C102241,97173,172.21.22.130,2456,,VAdmin-Building,
allow,1591,snmp,1591,1591,any,66.153.206.49,,161,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,109126,172.21.221.129,60542,horry\emcduffie,CoreEth1-2_Zone,
allow,288,dns,288,288,any,172.17.1.252,,53,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,88564,172.21.1.211,56495,horry\jfoxworth,CoreEth1-2_Zone,
allow,273,dns,273,273,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,216355,172.21.31.129,60195,,VPlant-Building,
allow,276,dns,276,276,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,110948,172.21.31.129,50280,,VPlant-Building,
allow,1807,http-proxy,1807,1807,computer-and-internet-info,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,100097,172.24.16.201,1533,,CoreEth1-2_Zone,
