activity_id,activity_name,actor.authorizations[0].policy.uid,actor.session.uid,app_name,bandwidth,category_name,category_uid,class_name,class_uid,connection_info.direction_id,connection_info.protocol_num,dataSource.category,dataSource.name,dataSource.vendor,device.domain,device.name,device.uid,dst_endpoint.interface_name,dst_endpoint.ip,dst_endpoint.location.country,dst_endpoint.port,duration,durationdelta,event.type,message,metadata.log_name,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.uid,metadata.version,metric,monitor,observables[0].name,observables[0].type,observables[0].type_id,observables[0].value,observables[1].name,observables[1].type,observables[1].type_id,observables[1].value,path1,rcvdpktdelta,sentpktdelta,session,severity,severity_id,src_endpoint.interface_name,src_endpoint.ip,src_endpoint.location.country,src_endpoint.port,src_endpoint.svc_name,status_detail,tag,thread,time,timestamp,timezone_offset,totalsession,traffic.bytes_in,traffic.bytes_out,traffic.packets_in,traffic.packets_out,type_name,type_uid,unmapped.action,unmapped.addr,unmapped.appcat,unmapped.cpu,unmapped.date,unmapped.devid,unmapped.devname,unmapped.disk,unmapped.disklograte,unmapped.dstintfrole,unmapped.fazlograte,unmapped.freediskstorage,unmapped.interface,unmapped.level,unmapped.logdesc,unmapped.mem,unmapped.msg,unmapped.policytype,unmapped.rcvddelta,unmapped.sentdelta,unmapped.setuprate,unmapped.srcintfrole,unmapped.sysuptime,unmapped.total,unmapped.trandisp,unmapped.type,unmapped.used,unmapped.vd,unmapped.waninfo,value
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,bgKvFMZx,,,log_session_1360807467911279155,3,,,,,,,,logVolume,metalog,,1722185070027877656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,RDQkJOiZG,,,log_session_1360807467911279155,3,,,,,,,,logVolume,metalog,,1722185070027951217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
99,system,,,,0/2,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722185084782657335,FortiGate,Fortinet,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,9.2.3,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,2883858577982,1722185084782657335,-037,1,,,,,Base Event: Other,99,perf-stats,,,4,8569-33-12,ZSqVcn-C787Pzork,hCAYyP-R204ZSNbY,5,5,,6,59434,,notice,uuFNIB jhmidCNrhBz dVCgcVXXkC,29,"ZRDWHcMlopB lmUvmALiWN: gDIKwJl KAZ: 1, xejugs:  82, DaSdUgtmML XohOtGBh:  7, fQwDj-HlsL: 5",,,,3,,591590,,,BVVUp,,OzAD,N/g,
6,traffic,4,04c6f792-cda4-4f9b-95e8-d0edf8dfbe5a,Atlassian,,Network Activity,4,Network Activity,4001,6,7,security,FortiGate,Fortinet,hwQD,CLUSTER-DB05-INT,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,CzgU,172.16.0.5,jlTPcYmK,80,5,,traffic,-,local,1722185085841701866,FortiGate,Fortinet,e4d542e8-b6d3-4a33-9a78-376406d188b8,8.2.6,,agentSyslog,kOM_uaaOdags.rZ,bF TzacPpZ,6,005.0.3.1,XAT_YbyZQeaw.Ur,Xs UfwEbbO,2,501.3.2.4,,,,log_session_6649948535594099433,3,99,ssJU,203.0.113.1,Mexico,13896,pUWJ,,,log_2,6809419530665,1722185085841701866,-973,,011,543,9,9,Network Activity: Traffic,400106,close,,TRPqoFmgv,,9496-17-48,,,,,hhXeCURfu,,,,notice,,,,,,,,XNwgDnJnU,,,mNKc,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,LCvyZeQu,,,log_session_1360807467911279155,3,,,,,,,,logVolume,metalog,,1722185100017114753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,gIXgzXDXu,,,log_session_1360807467911279155,3,,,,,,,,logVolume,metalog,,1722185100017126224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
99,system,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722185109103826043,FortiGate,Fortinet,8f03b7f1-f632-4a98-832c-99d1460b33ea,8.0.5,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,-,,log_2,0102975896280,1722185109103826043,-899,,,,,,Base Event: Other,99,,,,,4742-47-21,TTDBnr-l896BMIZO,SnWxGt-T950gzMWk,,,,,,,notice,tttZjjTuo LayLca OkJEwPMYt,,XMxJIuGLd IjkeehPCC ARhRIj iyVD=blU XDch=Lnq NkHy=FgP OhZk 089.975.378.3:616,,,,,,,,,utret,,baWS,,
6,traffic,4,3c0cbad3-951a-45cf-b4b3-1b7781b45b46,ZenDesk,,Network Activity,4,Network Activity,4001,6,5,security,FortiGate,Fortinet,QuYm,SRV-WEB02-QA,b1d7a914-7db0-45b3-986d-c5f6bc36a198,dncB2,192.168.0.2,dChfoh BvtQje,443,08,,traffic,-,local,1722185114241703266,FortiGate,Fortinet,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,2.0.8,,agentSyslog,mEt_dADPYTle.Xx,xb hxCJerc,3,187.24.81.98,umi_VldRYdwa.yB,so qraAIdf,2,177.267.874.4,,,,log_session_6649948535594099433,3,99,vQIg,192.168.0.7,United States,8803,eXuNK,,,log_2,1593368918169,1722185114241703266,-890,,81649,9110,63,04,Network Activity: Traffic,400106,server-rst,,ttREpMPGY,,5824-57-60,,,,,QWlDLyjsn,,,,notice,,,,,,,,BIlExdvgv,,,WgQj,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,zjuDzyJS,,,log_session_1362469161959689265,3,,,,,,,,logVolume,metalog,,1722185130017237389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0563
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,itJroCaYD,,,log_session_1362469161959689265,3,,,,,,,,logVolume,metalog,,1722185130017248843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6,traffic,6,ea78a2e2-6901-49eb-9f8c-f6db42e835f8,Oracle Cloud,,Network Activity,4,Network Activity,4001,5,88,security,FortiGate,Fortinet,neVq,CLUSTER-DB05-INT,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,gFJw4,10.0.0.2,fLuZCy DQdnFs,123,312,,traffic,-,local,1722185166101701058,FortiGate,Fortinet,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,0.3.8,,agentSyslog,Ctq_jznFrpeL.gr,jt fXfCZLy,3,214.45.82.14,QAx_MLlFfdTl.ow,Ko vcqGTsT,5,641.54.034.56,,,,log_session_6649948535594099433,3,99,JwDg,203.0.113.4,United States,554,gss,,,log_2,4155121270790,1722185166101701058,-480,,16,58,9,7,Network Activity: Traffic,400106,accept,,bHXraaqJd,,6656-03-96,,,,,aMCuJkGbI,,,,notice,,,,,,,,qRckkGEmG,,,RDUr,,,,,
6,traffic,0,42d0d22a-7f8a-4966-9754-257b6e525eb4,Oracle Cloud,,Network Activity,4,Network Activity,4001,9,93,security,FortiGate,Fortinet,KCJW,FW-PALOALT02-SEC,ee05e1d1-e4a8-4ad2-a20f-c3d86b09127f,edjj7,172.16.0.8,ZGOtFV FdAsSd,123,443,,traffic,-,local,1722185166101708454,FortiGate,Fortinet,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,4.7.7,,agentSyslog,KkH_aYzzXhuh.AM,uv nraMvaL,8,439.59.66.10,MIt_yARSXwZk.yr,Hd dHFXenT,1,563.56.353.20,,,,log_session_6649948535594099433,3,99,jcOv,203.0.113.8,United States,221,JeJ,,,log_2,2703158547919,1722185166101708454,-231,,34,71,6,5,Network Activity: Traffic,400106,accept,,WqEKXgpLe,,2595-30-69,,,,,HQpTbfyCm,,,,notice,,,,,,,,eMzsnrQZA,,,vMum,,,,,
6,traffic,8,e4d542e8-b6d3-4a33-9a78-376406d188b8,DocuSign,,Network Activity,4,Network Activity,4001,4,44,security,FortiGate,Fortinet,bsXA,NAS-STOR01-UAT,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,hQCA7,172.16.0.6,XNbchM oqkuuI,123,625,,traffic,-,local,1722185166101711310,FortiGate,Fortinet,d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,1.2.9,,agentSyslog,iEY_JDykonJE.hC,vP gvLkeGt,5,670.52.24.45,iua_FlrAcAAe.Nf,hm IRxAhbL,0,235.86.871.18,,,,log_session_6649948535594099433,3,99,Tgwm,10.0.0.5,United States,712,FNN,,,log_2,0642402431945,1722185166101711310,-441,,22,21,8,2,Network Activity: Traffic,400106,accept,,gVmpHycTs,,1703-42-85,,,,,lfJmOaIsg,,,,notice,,,,,,,,JMUHZBxYT,,,oWCN,,,,,
6,traffic,3,8e15da17-0f57-4f46-aed8-7a68de446bf5,Box,,Network Activity,4,Network Activity,4001,0,23,security,FortiGate,Fortinet,XlOf,VM-DEV04-APP,c7f9b4e2-c8d2-496e-a43b-6d883f3b2569,TDjr5,192.0.2.1,lVhAUX VolbOs,123,633,,traffic,-,local,1722185166101711695,FortiGate,Fortinet,b1d7a914-7db0-45b3-986d-c5f6bc36a198,4.9.2,,agentSyslog,HOF_mqCViUvR.mT,ZT DXcMTKq,4,085.84.71.27,rWL_facIBERV.Pm,eR EmcSjoB,9,995.25.182.07,,,,log_session_6649948535594099433,3,99,zpes,172.16.0.4,United States,036,AOF,,,log_2,6456853390147,1722185166101711695,-573,,72,67,8,3,Network Activity: Traffic,400106,accept,,eQDQvzgge,,0688-08-39,,,,,SuBdIutTw,,,,notice,,,,,,,,imkUGEjEr,,,QyJI,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,wHgmUawF,,,log_session_1362469161959689265,3,,,,,,,,logVolume,metalog,,1722185190059661760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5724
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,MpKRUkBCr,,,log_session_1362469161959689265,3,,,,,,,,logVolume,metalog,,1722185190059671344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
6,traffic,0,d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,AWS S3,,Network Activity,4,Network Activity,4001,0,16,security,FortiGate,Fortinet,IZiQ,VM-DEV04-APP,883a35a5-4e3c-4a0c-a7f9-4f6a1a6b461e,gAAa6,172.16.0.5,LBdIJQNA,514,345,531,traffic,-,local,1722185346551702955,FortiGate,Fortinet,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,0.8.2,,agentSyslog,KON_rXksZUoe.Kh,wO ZvWzXrO,3,167.74.19.41,bqL_FfodedQw.CQ,ZF evcVVbt,3,554.72.99.03,,7,9,log_session_6649948535594099433,3,99,MRdR,203.0.113.3,United States,26887,otXzCP,,,log_2,2178033800994,1722185346551702955,-966,,1,4922,9,02,Network Activity: Traffic,400106,accept,,zyIhgxLUP,,3864-16-85,,,,,ZSrdRFGhh,,,,notice,,,,,0,5427,,knmPlVSZp,,,Hcwk,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,BzNCzWyy,,,log_session_1362469161959689265,3,,,,,,,,logVolume,metalog,,1722185370031499601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,VwxvLcNwf,,,log_session_1362469161959689265,3,,,,,,,,logVolume,metalog,,1722185370031525298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
99,system,,,,1/1,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722185384791427053,FortiGate,Fortinet,c4f78908-3834-4e96-8d5b-5a9b4b671951,2.7.7,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,8793607107983,1722185384791427053,-524,1,,,,,Base Event: Other,99,perf-stats,,,0,5482-85-26,kEVhHe-w635MiVhO,AyPGqg-U103VEFdP,6,4,,7,22248,,notice,slHsyl catxdbAijWC uPMUjvETXk,94,"HVTpdZPpTLf pjwUbqoVJU: JRETVDI LcP: 1, fcyQET:  29, pkcQBCKFAL dbEssznz:  2, UFFwT-BylS: 6",,,,0,,889429,,,AcNub,,AAAC,L/Z,
6,traffic,6,26887007-869d-4ff2-bc5b-44a8c07db4d9,Twilio,,Network Activity,4,Network Activity,4001,4,7,security,FortiGate,Fortinet,HRBN,DB-SQL03-TEST,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,hwsz,203.0.113.7,gLXeRpIW,80,3,,traffic,-,local,1722185385911701804,FortiGate,Fortinet,18754c7e-3b8b-49c7-9f0b-1b9c1d1c34eb,6.7.1,,agentSyslog,ZDX_hIaUCifE.YF,yQ tAUEiVQ,6,767.0.6.3,MGp_hKnpeOaA.gx,kK rREvgcd,0,007.8.6.5,,,,log_session_6649948535594099433,3,99,yiOC,172.16.0.6,United States,27917,sAVQ,,,log_2,4403387886113,1722185385911701804,-383,,946,254,8,2,Network Activity: Traffic,400106,close,,OhRSnpSLi,,0775-35-42,,,,,pHxYxMzRx,,,,notice,,,,,,,,GIUkSHiJC,,,nMkT,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,kSEmWesQ,,,log_session_1362469161959689265,3,,,,,,,,logVolume,metalog,,1722185400033654817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,ljDMhOmFG,,,log_session_1362469161959689265,3,,,,,,,,logVolume,metalog,,1722185400033674024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
6,traffic,5,e4d542e8-b6d3-4a33-9a78-376406d188b8,SAP,,Network Activity,4,Network Activity,4001,8,99,security,FortiGate,Fortinet,NMbZ,NAS-STOR01-UAT,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,hpvr1,192.0.2.5,vgnFqqZs,514,542,,traffic,-,local,1722185566721703710,FortiGate,Fortinet,8b201ded-12c1-4a3b-8a36-df548fa0a745,2.0.9,,agentSyslog,yVu_TpGHhWIe.gW,lN tafKbgD,1,415.46.84.04,ZjR_hmaUyzMM.Ll,lO CFDOvzt,3,124.42.57.42,,,,log_session_6649948535594099433,3,99,NCoX,198.51.100.5,Canada,13590,aPkzML,,,log_2,1343146742592,1722185566721703710,-324,,6,2346,7,0,Network Activity: Traffic,400106,accept,,xzwTcKGty,,8674-16-50,,,,,IjiZfKQpp,,,,notice,,,,,,,,utvECpIRx,,,kDTD,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,yQntAKnr,,,log_session_1362298746133053055,3,,,,,,,,logVolume,metalog,,1722185580036434736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,PgwdmEQZF,,,log_session_1362298746133053055,3,,,,,,,,logVolume,metalog,,1722185580036444221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
6,traffic,6,04c6f792-cda4-4f9b-95e8-d0edf8dfbe5a,ServiceNow,,Network Activity,4,Network Activity,4001,5,8,security,FortiGate,Fortinet,THMo,DB-SQL03-TEST,f073c7e0-8646-4f9a-90a2-1f02c051b289,edah9,172.16.0.3,opRzwo LTDLYK,443,3,,traffic,-,local,1722185648661708144,FortiGate,Fortinet,4e09f1c4-2999-451c-9426-15a9e254e23d,3.8.8,,agentSyslog,vDF_EZkJOPqE.BS,SF DhdBDiY,4,312.04.94.51,nzC_rwWwLnwF.Se,Js cFdrjGg,7,431.403.899.0,,,,log_session_6649948535594099433,3,99,EMIx,198.51.100.7,United States,4468,GsNiM,,,log_2,3120624368318,1722185648661708144,-070,,0088,4654,27,20,Network Activity: Traffic,400106,server-rst,,mvrZBcSzD,,9861-34-76,,,,,gvzKINaLX,,,,notice,,,,,,,,QjgLvlIGe,,,ccJo,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,plGSXObf,,,log_session_1362298746133053055,3,,,,,,,,logVolume,metalog,,1722185670014713772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,CLeTQACdh,,,log_session_1362298746133053055,3,,,,,,,,logVolume,metalog,,1722185670014723233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
99,system,,,,8/6,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722185684791350821,FortiGate,Fortinet,18754c7e-3b8b-49c7-9f0b-1b9c1d1c34eb,1.6.0,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,3156209292946,1722185684791350821,-579,5,,,,,Base Event: Other,99,perf-stats,,,7,9639-69-27,jtIzdg-g672pqAlN,QZqpoH-v374bQaXx,7,9,,2,39294,,notice,xbHYaT FlXarjYyQiT spIhCzbKbt,22,"GYhwcGNgMPI XgvYJZyPLr: DNDnNvo IeT: 8, fuDMbR:  70, GiBnthAeHo pORxjYFB:  7, FJBTr-GLAU: 9",,,,6,,477216,,,MTvIE,,UyAp,V/y,
6,traffic,4,49fe3192-6e6a-4a93-9a8c-bcf7c4f8729d,ZenDesk,,Network Activity,4,Network Activity,4001,0,7,security,FortiGate,Fortinet,GZno,VM-DEV04-APP,ea78a2e2-6901-49eb-9f8c-f6db42e835f8,SgEv,198.51.100.5,DPKTahKZ,80,0,,traffic,-,local,1722185685911703868,FortiGate,Fortinet,1f44e110-3f62-426d-bdff-7c4281b5e990,9.7.1,,agentSyslog,dDa_NsdFnmox.wm,jX CYeMNLP,8,930.2.7.6,jFv_psOhQXEW.LW,Sh QWGrAKz,8,021.4.5.8,,,,log_session_6649948535594099433,3,99,KzZM,192.0.2.5,Russia,99313,Kbja,,,log_2,9324932637056,1722185685911703868,-943,,770,270,0,6,Network Activity: Traffic,400106,close,,wTfNAWzXe,,0447-72-25,,,,,IWfurHvMk,,,,notice,,,,,,,,YBdvraFCQ,,,uVIx,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,rROvKDSl,,,log_session_1362298746133053055,3,,,,,,,,logVolume,metalog,,1722185700037876022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,GkTWTgtvn,,,log_session_1362298746133053055,3,,,,,,,,logVolume,metalog,,1722185700037897330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
6,traffic,9,a3e3c25e-5a6a-4ee5-845a-5f181a1d3a09,LogMeIn,,Network Activity,4,Network Activity,4001,3,02,security,FortiGate,Fortinet,BFCh,LB-LOAD02-DR,a3e3c25e-5a6a-4ee5-845a-5f181a1d3a09,WRJL4,192.168.0.9,hlNCGHDZ,514,846,418,traffic,-,local,1722185866881706115,FortiGate,Fortinet,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,8.0.8,,agentSyslog,qZp_ccVFGxbV.Ss,sA hKwhsyH,9,177.94.40.33,bTV_mHcpQsqe.nO,Id jIFxbou,5,252.11.16.03,,8,8,log_session_6649948535594099433,3,99,GOXK,203.0.113.6,United States,63753,XsfPff,,,log_2,6271426446843,1722185866881706115,-620,,3,9789,1,0,Network Activity: Traffic,400106,accept,,xjbMMRovC,,9949-13-19,,,,,ksxsHTZsg,,,,notice,,,,,8,122,,IKWVFFBIg,,,SNgA,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,cmmteyNf,,,log_session_1361863367935926415,3,,,,,,,,logVolume,metalog,,1722185880012868805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,IXUSISpGy,,,log_session_1361863367935926415,3,,,,,,,,logVolume,metalog,,1722185880014792001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
6,traffic,2,8b201ded-12c1-4a3b-8a36-df548fa0a745,Oracle Cloud,,Network Activity,4,Network Activity,4001,6,33,security,FortiGate,Fortinet,kSLH,LB-LOAD02-DR,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,nZJm7,198.51.100.6,xzeNJB nkQkfx,123,061,,traffic,-,local,1722185886071701435,FortiGate,Fortinet,f073c7e0-8646-4f9a-90a2-1f02c051b289,7.7.8,,agentSyslog,Uux_RmpYCshU.hh,LI mdfmIUl,3,381.75.44.48,dyd_AHJHuxEO.ly,mH ExAAMSj,6,828.79.014.18,,,,log_session_6649948535594099433,3,99,VfFb,203.0.113.8,United States,601,pms,,,log_2,5259889540725,1722185886071701435,-591,,86,65,8,6,Network Activity: Traffic,400106,accept,,KqXfEanhK,,4980-07-32,,,,,kotODJekQ,,,,notice,,,,,,,,HvLMxliRx,,,hRMv,,,,,
6,traffic,8,5b6359b4-7600-4b58-9c63-e06b23f9ab87,Microsoft 365,,Network Activity,4,Network Activity,4001,2,23,security,FortiGate,Fortinet,RKqq,FW-PALOALT02-SEC,5c3e0014-4b0c-4dd4-82b4-5449a04e12a0,rQva4,172.16.0.5,qQQgqE WLcwlR,123,211,,traffic,-,local,1722185886071704589,FortiGate,Fortinet,c7f9b4e2-c8d2-496e-a43b-6d883f3b2569,3.5.4,,agentSyslog,KWa_pGiVwZDV.Tr,qj SHrQwCT,9,151.52.49.89,ced_uUeKwGXX.vv,aa huNZWYc,3,041.33.978.44,,,,log_session_6649948535594099433,3,99,CimF,198.51.100.9,United States,443,nvn,,,log_2,5123404566906,1722185886071704589,-097,,03,27,7,2,Network Activity: Traffic,400106,accept,,GaASYkvdZ,,7621-14-95,,,,,IRPPjqgiv,,,,notice,,,,,,,,brraeQIEB,,,VJah,,,,,
6,traffic,2,15a13e7f-eb5d-41d4-9a8b-3db04a94ad8d,Google Workspace,,Network Activity,4,Network Activity,4001,0,22,security,FortiGate,Fortinet,WhBJ,VM-DEV04-APP,f54de0da-89e3-4f11-91de-3c7a7ad5e372,nTSO6,198.51.100.6,UnGxei xWenkZ,123,500,,traffic,-,local,1722185886071708958,FortiGate,Fortinet,81d09fe3-3560-47fb-b1a7-3035a8252bbd,5.6.5,,agentSyslog,yqT_iWEqQlyM.Cl,hY FPmnbPT,7,220.19.19.79,EAr_hjFDjodJ.Mf,KZ EMhsnry,2,930.59.344.13,,,,log_session_6649948535594099433,3,99,QjWm,198.51.100.7,Germany,684,lFi,,,log_2,2663846609216,1722185886071708958,-524,,81,04,0,7,Network Activity: Traffic,400106,accept,,UfqaeSAja,,4190-51-35,,,,,mdFXgoxRB,,,,notice,,,,,,,,aMVHkUFGL,,,kCgN,,,,,
6,traffic,4,d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,Salesforce,,Network Activity,4,Network Activity,4001,2,49,security,FortiGate,Fortinet,mcNL,GW-FW03-STAGE,8b201ded-12c1-4a3b-8a36-df548fa0a745,NWlf4,10.0.0.9,UFBeDo saSYQD,123,079,,traffic,-,local,1722185886071709365,FortiGate,Fortinet,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,4.2.2,,agentSyslog,Sut_krbDQpdK.nK,ju dLlPURS,5,586.84.45.91,HoH_nmQgwnSS.Rg,Lj lCWDLwB,2,430.18.176.32,,,,log_session_6649948535594099433,3,99,tuPX,192.168.0.9,United States,244,sLf,,,log_2,6829023743836,1722185886071709365,-355,,75,49,7,8,Network Activity: Traffic,400106,accept,,twoegKJZl,,8206-37-59,,,,,lXFTZxyli,,,,notice,,,,,,,,ZCBfVvtii,,,brci,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,ViDHnweQ,,,log_session_1361863367935926415,3,,,,,,,,logVolume,metalog,,1722185910022143838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,NvowEcBfa,,,log_session_1361863367935926415,3,,,,,,,,logVolume,metalog,,1722185910022153889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
99,system,,,,2/6,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722185984792352112,FortiGate,Fortinet,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,6.5.1,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,5717374160200,1722185984792352112,-202,9,,,,,Base Event: Other,99,perf-stats,,,2,3394-33-05,mjELCU-H474xAJrG,yDcCsp-y045vofZc,1,4,,8,31230,,notice,cZxzrT TrYQfBwXCrd oYxeQYiwAA,61,"qHrbnZkixVb fXJCVlconl: tYGJssF FBy: 0, cCeXVl:  93, WXUlskPVEv vICDbfwH:  9, vVidD-vJBr: 7",,,,7,,849958,,,PmAkB,,zYta,E/j,
6,traffic,0,ee05e1d1-e4a8-4ad2-a20f-c3d86b09127f,Oracle Cloud,,Network Activity,4,Network Activity,4001,4,5,security,FortiGate,Fortinet,nkwE,VM-DEV04-APP,3c0cbad3-951a-45cf-b4b3-1b7781b45b46,FHwE,172.16.0.8,RyEOGxZZ,80,0,,traffic,-,local,1722185985921704061,FortiGate,Fortinet,cc17f250-7e74-4030-b965-e731d84396db,5.1.6,,agentSyslog,cwg_CqZzXrSM.TY,ec ZXkCpKf,3,286.1.0.0,rBP_kIlcqbXi.Wk,Xl IRcsuih,3,420.0.0.2,,,,log_session_6649948535594099433,3,99,LyxJ,192.0.2.8,Germany,84504,uztz,,,log_2,7648586559617,1722185985921704061,-907,,408,693,4,3,Network Activity: Traffic,400106,close,,PwjrXOJcG,,3345-75-59,,,,,aFPkRtmmI,,,,notice,,,,,,,,LKUoYBmWk,,,jXLv,,,,,
99,system,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722185989442112412,FortiGate,Fortinet,c4f78908-3834-4e96-8d5b-5a9b4b671951,5.8.3,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,1,,,,,,,,log_2,4103405496746,1722185989442112412,-610,,,,,,Base Event: Other,99,,,,,5601-55-85,rRjdZC-O988NpwVB,QRFPil-O396POgKI,,,,,,AdnFkPkLs,information,SuVZ THSOsSnQtY,,YQXh GGPShdXiEK,,,,,,,675,,nDTlF,9,jahB,,
